t_rel,provider,protocol,country,client_ip,user_agent,ua_os,syn_ttl,syn_window,syn_mss,syn_options,syn_wscale,tcp_os,gap_ms,tcp_rtt_ms,fingerprint_mismatch
198228.844,oxylabs,http_connect,mx,ip_54ba411e18fbfdb7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,56,65535,1452,"2,4,8,1,3",,linux,128.073,85.222,mismatch
198230.007,oxylabs,http_connect,mx,ip_0bcb5867cfc7befb,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,111,65535,1412,"2,1,3,1,1,4",,windows,333.626,135.205,match
198232.942,oxylabs,http_connect,mx,ip_991addc0045e93cf,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,56,65535,1412,"2,4,8,1,3",,linux,121.835,89.525,mismatch
198233.346,oxylabs,http_connect,mx,ip_1e7c3855cb82fa2f,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,49,65535,1460,"2,4,8,1,3",,linux,144.05,61.671,mismatch
198234.320,oxylabs,http_connect,ca,ip_83f2f53580470b6d,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,51,65535,1412,"2,4,8,1,3",,linux,105.152,94.698,mismatch
198238.397,oxylabs,http_connect,mx,ip_918fe1acb8e686ae,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,52,65535,1412,"2,4,8,1,3",,linux,120.023,79.716,mismatch
198239.036,oxylabs,http_connect,ca,ip_d89f4299bc5b1dad,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,46,65535,1412,"2,4,8,1,3",,linux,130.181,75.074,mismatch
198239.569,oxylabs,http_connect,mx,ip_8d5d84424a74c80c,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,53,65535,1412,"2,4,8,1,3",,linux,133.039,73.447,mismatch
198244.623,oxylabs,http_connect,ca,ip_330494a051476cad,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,56,65535,1412,"2,1,3,1,1,8,4,0,0",,linux,151.272,87.147,mismatch
198244.917,oxylabs,http_connect,mx,ip_3a81aef638ed4ee0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,54,65535,1460,"2,4,8,1,3",,linux,34.405,36.967,mismatch
198245.146,oxylabs,http_connect,mx,ip_fa967feeb1cb6888,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,56,65535,1412,"2,4,8,1,3",,linux,97.304,118.541,mismatch
198249.175,oxylabs,http_connect,mx,ip_7e150d617f49a089,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,54,65535,1460,"2,4,8,1,3",,linux,50.229,44.15,mismatch
198250.079,oxylabs,http_connect,ca,ip_dde7750fe8d84ded,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,53,65535,1412,"2,4,8,1,3",,linux,108.798,63.355,mismatch
198250.648,oxylabs,http_connect,ca,ip_3e4b269a71edece6,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,119,65535,1452,"2,1,3,1,1,4",,windows,129.216,75.34,mismatch
198253.408,oxylabs,http_connect,mx,ip_5f9fb01a02525ca7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,53,65535,1400,"2,4,8,1,3",,linux,122.742,63.118,mismatch
198254.167,oxylabs,http_connect,ca,ip_3c94fa1c6ae9fcf7,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,53,65535,1460,"2,4,8,1,3",,linux,46.8,26.023,mismatch
198255.815,oxylabs,http_connect,ca,ip_6b4a37f49c47f7db,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,52,65535,1460,"2,4,8,1,3",,linux,44.565,34.105,mismatch
198258.479,oxylabs,http_connect,mx,ip_ab46597770a10c75,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,54,65535,1412,"2,4,8,1,3",,linux,90.364,46.533,mismatch
198259.016,oxylabs,http_connect,ca,ip_8a45024d9b6bcf5f,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,54,65535,1452,"2,4,8,1,3",,linux,45.63,37.37,mismatch
198260.350,oxylabs,http_connect,ca,ip_6a8f6530e18a9685,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,53,65535,1460,"2,4,8,1,3",,linux,149.357,90.549,mismatch
198262.931,oxylabs,http_connect,ca,ip_4d12a011cc0c19f1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,56,65535,1412,"2,4,8,1,3",,linux,121.411,87.455,mismatch
198264.345,oxylabs,http_connect,ca,ip_80ef69a623fd5d5f,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,55,65535,1412,"2,4,8,1,3",,linux,36.542,17.446,mismatch
198264.964,oxylabs,http_connect,ca,ip_b069f1414187926a,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,54,65535,1460,"2,4,8,1,3",,linux,54.148,34.332,mismatch
198268.515,oxylabs,http_connect,ca,ip_05377b060e13c0e6,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,55,65535,1460,"2,4,8,1,3",,linux,44.387,47.834,mismatch
198269.164,oxylabs,http_connect,ca,ip_e15d81db38dd6dfb,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,54,65535,1460,"2,4,8,1,3",,linux,45.432,43.132,mismatch
198269.599,oxylabs,http_connect,ca,ip_bd3bfa9980a8e840,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,52,65535,1452,"2,4,8,1,3",,linux,37.318,32.46,mismatch
198272.390,oxylabs,http_connect,ca,ip_606d0cf2b616bbc1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,53,65535,1460,"2,4,8,1,3",,linux,101.07,71.918,mismatch
198273.833,oxylabs,http_connect,ca,ip_7e82eb36027b3345,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,54,65535,1434,"2,4,8,1,3",,linux,96.065,19.049,mismatch
198274.096,oxylabs,http_connect,ca,ip_fca4112f5cfcdaad,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,51,65535,1460,"2,4,8,1,3",,linux,148.527,58.494,mismatch
198277.902,oxylabs,http_connect,ca,ip_a6855dcc01395b5e,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,53,65535,1460,"2,4,8,1,3",,linux,48.899,43.111,mismatch
198277.951,oxylabs,http_connect,ca,ip_b8d9d4d657e3f18a,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,56,65535,1452,"2,4,8,1,3",,linux,34.03,27.969,mismatch
198278.746,oxylabs,http_connect,ca,ip_49e66ade76a9bb01,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,53,65535,1434,"2,4,8,1,3",,linux,39.085,28.944,mismatch
198282.452,oxylabs,http_connect,ca,ip_372135d028d9b543,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,56,65535,1460,"2,4,8,1,3",,linux,55.275,26.248,mismatch
198283.581,oxylabs,http_connect,ca,ip_415f0fa2234c276d,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,52,65535,1452,"2,4,8,1,3",,linux,39.789,24.58,mismatch
198288.305,oxylabs,http_connect,ca,ip_6cacea02ea8978f5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,56,65535,1460,"2,4,8,1,3",,linux,46.952,29.841,mismatch
198288.868,oxylabs,http_connect,ca,ip_154f3b67a6179e3f,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,52,65535,1460,"2,4,8,1,3",,linux,53.632,39.795,mismatch
198292.750,oxylabs,http_connect,ca,ip_f42f3793842e29f3,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,50,65535,1460,"2,4,8,1,3",,linux,158.045,79.942,mismatch
198294.034,oxylabs,http_connect,ca,ip_f576ff45954b1d4c,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,55,64240,1460,"2,4,8,1,3",,linux,0.0,18.647,mismatch
198296.957,oxylabs,http_connect,ca,ip_84ee7eb52a23e194,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,54,65535,1460,"2,4,8,1,3",,linux,41.313,32.727,mismatch
198302.513,oxylabs,http_connect,ca,ip_0a4c4d17107cca98,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,52,64240,1460,"2,1,3,1,1,4",,linux,40.983,36.645,mismatch
198306.673,oxylabs,http_connect,ca,ip_a70950b281b5836d,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,52,65535,1460,"2,4,8,1,3",,linux,96.97,70.372,mismatch
198314.379,oxylabs_mobile,http_connect,us,ip_ce5dc01355ac70f4,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,54,65535,1460,"2,4,8,1,3",,linux,30.019,25.593,mismatch
198314.571,oxylabs_mobile,http_connect,us,ip_e4dd65dc6d0b872b,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,52,64240,1460,"2,4,8,1,3",,linux,172.29,126.554,mismatch
198314.763,oxylabs_mobile,http_connect,us,ip_a56b15562c66d5b5,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,53,65535,1460,"2,4,8,1,3",,linux,226.538,145.921,mismatch
198319.576,oxylabs_mobile,http_connect,us,ip_7a83c2af126fc9a3,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,46,65535,1412,"2,4,8,1,3",,linux,197.423,143.164,mismatch
198320.088,oxylabs_mobile,http_connect,us,ip_5e2a0d894d71f6b2,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,109,65535,1460,"2,1,3,1,1,4",,windows,164.431,124.207,mismatch
198320.353,oxylabs_mobile,http_connect,us,ip_5214ff316c8cdf6a,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,47,65535,1452,"2,4,8,1,3",,linux,212.406,140.051,mismatch
198325.298,oxylabs_mobile,http_connect,us,ip_3877f840680b9fa9,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,49,65535,1452,"2,4,8,1,3",,linux,236.406,158.84,mismatch
198330.488,oxylabs_mobile,http_connect,us,ip_d428b93fc9a10e3a,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,51,65535,1452,"2,4,8,1,3",,linux,357.034,128.944,mismatch
198325.342,oxylabs_mobile,http_connect,us,ip_41d9cb1055caaa4c,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,48,65535,1452,"2,4,8,1,3",,linux,204.483,116.421,mismatch
198325.419,oxylabs_mobile,http_connect,us,ip_e6211d4d9d3c8117,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,45,65535,1440,"2,4,8,1,3",,linux,184.537,143.664,mismatch
198331.028,oxylabs_mobile,http_connect,us,ip_45cd8989f37608b8,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,48,65535,1460,"2,4,8,1,3",,linux,182.483,231.946,mismatch
198331.023,oxylabs_mobile,http_connect,us,ip_4b6cba9e2273f0c0,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,114,64240,1460,"2,1,3,1,1,4",,windows,128.658,81.491,match
198336.484,oxylabs_mobile,http_connect,us,ip_9db778ee31dd7dfb,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,47,65535,1412,"2,4,8,1,3",,linux,194.83,114.441,mismatch
198336.712,oxylabs_mobile,http_connect,us,ip_9ccd8c8abea08cc8,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,51,65535,1452,"2,4,8,1,3",,linux,218.95,141.453,mismatch
198337.810,oxylabs_mobile,http_connect,us,ip_71f06a47867e95fc,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,46,65535,1360,"2,4,8,1,3",,linux,204.01,142.905,mismatch
198341.305,oxylabs_mobile,http_connect,us,ip_d1a0c61a6cf9dd82,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,113,8192,1412,"2,1,3,1,1,4",,windows,310.986,124.613,mismatch
198341.856,oxylabs_mobile,http_connect,us,ip_807d22b7d39dec04,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,49,65535,1400,"2,4,8,1,3",,linux,198.156,150.037,mismatch
198342.857,oxylabs_mobile,http_connect,us,ip_2e95cae66fe7b7bd,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,52,65535,1460,"2,4,8,1,3",,linux,170.671,84.011,mismatch
198347.651,oxylabs_mobile,http_connect,us,ip_5fe2b2c15164b831,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,50,65535,1440,"2,4,8,1,3",,linux,197.207,148.921,mismatch
198347.654,oxylabs_mobile,http_connect,us,ip_9ea3c86dc0ba1c32,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,49,65535,1412,"2,4,8,1,3",,linux,222.521,139.571,mismatch
198348.790,oxylabs_mobile,http_connect,us,ip_d973e8b63a546781,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,44,65535,1452,"2,4,8,1,3",,linux,170.034,131.926,mismatch
198352.858,oxylabs_mobile,http_connect,us,ip_0980b825dde000d1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,52,65535,1440,"2,4,8,1,3",,linux,201.957,123.531,mismatch
198355.300,oxylabs_mobile,http_connect,us,ip_b9d7a6dc15d13c4b,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,114,64240,1412,"2,1,3,1,1,4",,windows,168.015,91.968,mismatch
198355.878,oxylabs_mobile,http_connect,us,ip_c3abd81dd28fdeac,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,43,65535,1440,"2,4,8,1,3",,linux,194.802,147.015,mismatch
198357.527,oxylabs_mobile,http_connect,us,ip_e17ba41d6a6851af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,49,65535,1440,"2,4,8,1,3",,linux,228.388,177.218,mismatch
198361.851,oxylabs_mobile,http_connect,us,ip_01238ebf5d1451ca,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,115,65535,1460,"2,1,3,1,1,4",,windows,221.571,157.389,match
198361.928,oxylabs_mobile,http_connect,us,ip_ccb24fc632902bf4,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,241,1024,,,,network_equipment,1987.873,29.614,mismatch
198363.872,oxylabs_mobile,http_connect,us,ip_49ee03cffb613d9a,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,52,65535,1460,"2,4,8,1,3",,linux,242.699,165.309,mismatch
198367.707,oxylabs_mobile,http_connect,us,ip_a127711bba3841cb,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,51,65535,1400,"2,4,8,1,3",,linux,343.408,140.696,mismatch
198369.926,oxylabs_mobile,http_connect,us,ip_7589bd46b1781d96,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,53,65535,1420,"2,4,8,1,3",,linux,182.948,118.134,mismatch
198370.312,oxylabs_mobile,http_connect,kr,ip_f567a17fce27776c,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,46,65535,1436,"2,4,8,1,3",,linux,176.331,122.187,mismatch
198372.686,oxylabs_mobile,http_connect,kr,ip_98cca614c1c71ab6,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,51,65535,1420,"2,4,8,1,3",,linux,382.528,142.452,mismatch
198374.304,oxylabs_mobile,http_connect,kr,ip_6ade6374963a9a19,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,43,65535,1460,"2,4,8,1,3",,linux,203.424,166.276,mismatch
198375.292,oxylabs_mobile,http_connect,kr,ip_36d2a3d5f99f2109,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,45,65535,1440,"2,4,8,1,3",,linux,150.504,98.908,mismatch
198378.783,oxylabs_mobile,http_connect,kr,ip_d230f35ce50be09d,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,49,65535,1460,"2,4,8,1,3",,linux,135.224,93.79,mismatch
198379.366,oxylabs_mobile,http_connect,kr,ip_e6c25d9c92f9f471,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,52,65535,1460,"2,4,8,1,3",,linux,183.311,128.901,mismatch
198381.794,oxylabs_mobile,http_connect,kr,ip_7b814647eb87acf3,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,50,65535,1412,"2,4,8,1,3",,linux,215.48,142.949,mismatch
198385.000,oxylabs_mobile,http_connect,kr,ip_9b042f6696d04577,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,54,65535,1460,"2,4,8,1,3",,linux,136.503,80.715,mismatch
198385.571,oxylabs_mobile,http_connect,kr,ip_2cee49b6597651aa,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,52,65535,1412,"2,4,8,1,3",,linux,186.621,127.208,mismatch
198388.199,oxylabs_mobile,http_connect,kr,ip_1c2791bd95931fba,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,42,65535,1412,"2,4,8,1,3",,linux,215.505,165.635,mismatch
198391.005,oxylabs_mobile,http_connect,kr,ip_034890eea29e0173,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,52,65535,1440,"2,4,8,1,3",,linux,206.378,47.219,mismatch
198391.789,oxylabs_mobile,http_connect,kr,ip_6d9cc2a054d76027,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,48,65535,1452,"2,4,8,1,3",,linux,176.439,123.469,mismatch
198393.310,oxylabs_mobile,http_connect,kr,ip_079c88228d921e52,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,53,65535,1452,"2,4,8,1,3",,linux,184.156,116.457,mismatch
198396.301,oxylabs_mobile,http_connect,kr,ip_d52e25a53d57bab2,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,50,65535,1412,"2,4,8,1,3",,linux,0.0,149.966,mismatch
198398.391,oxylabs_mobile,http_connect,kr,ip_d4d336ef7125b621,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,52,65535,1460,"2,4,8,1,3",,linux,272.07,144.416,mismatch
198398.479,oxylabs_mobile,http_connect,kr,ip_b92a2bcc4b12cbe5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,51,65535,1460,"2,4,8,1,3",,linux,159.53,85.958,mismatch
198402.590,oxylabs_mobile,http_connect,kr,ip_27affe07b6535d1e,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,49,65535,1412,"2,4,8,1,3",,linux,191.478,139.327,mismatch
198403.343,oxylabs_mobile,http_connect,kr,ip_3d15a738635788bc,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,50,65535,1452,"2,4,8,1,3",,linux,107.814,73.151,mismatch
198404.809,oxylabs_mobile,http_connect,kr,ip_09ce68e478109f7e,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,52,65535,1460,"2,4,8,1,3",,linux,206.72,146.177,mismatch
198408.296,oxylabs_mobile,http_connect,kr,ip_4c7309cf77ac6fbb,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,53,65535,1460,"2,4,8,1,3",,linux,205.527,167.938,mismatch
198408.563,oxylabs_mobile,http_connect,kr,ip_0e1ebeea37a5daa4,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,45,65535,1440,"2,4,8,1,3",,linux,204.041,145.059,mismatch
198409.884,oxylabs_mobile,http_connect,kr,ip_02b34d4edef60267,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,53,65535,1452,"2,4,8,1,3",,linux,183.007,123.909,mismatch
198413.136,oxylabs_mobile,http_connect,kr,ip_ddcd9c0389b6004f,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,51,65535,1412,"2,4,8,1,3",,linux,201.457,132.694,mismatch
198414.202,oxylabs_mobile,http_connect,kr,ip_5ba17be0a34c2e8c,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,46,65535,1412,"2,4,8,1,3",,linux,209.785,115.147,mismatch
198415.150,oxylabs_mobile,http_connect,kr,ip_b84b92898748c40d,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,49,65535,1460,"2,4,8,1,3",,linux,150.509,101.948,mismatch
