t_rel,provider,protocol,country,client_ip,user_agent,ua_os,syn_ttl,syn_window,syn_mss,syn_options,syn_wscale,tcp_os,gap_ms,tcp_rtt_ms,fingerprint_mismatch
589.294,brightdata,http_connect,fr,ip_b34a78953b131fcc,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,53,65535,1460,"2,4,8,1,3",,linux,103.491,89.253,mismatch
590.058,soax,http_connect,ru,ip_446864b61f1c102b,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,52,64240,1460,"2,4,8,1,3",,linux,105.978,96.01,mismatch
591.628,soax,http_connect,ru,ip_b34a78953b131fcc,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,52,65535,1460,"2,4,8,1,3",,linux,100.492,91.498,mismatch
592.874,brightdata,http_connect,sg,ip_b6bc2394dc0b619a,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,102,64240,1460,"2,1,3,1,1,4",,windows,287.714,299.359,mismatch
593.792,soax,http_connect,ru,ip_b34a78953b131fcc,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,52,65535,1460,"2,4,8,1,3",,linux,101.194,90.697,mismatch
595.753,soax,http_connect,ru,ip_b34a78953b131fcc,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,53,65535,1460,"2,4,8,1,3",,linux,156.631,89.972,mismatch
595.822,brightdata,http_connect,fr,ip_490e6aa86017e4d2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,46,65535,1460,"2,4,8,1,3",,linux,147.596,245.673,mismatch
596.110,soax,http_connect,ru,ip_2215ba754f6a2262,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,48,14600,1460,"2,4,8,1,3",,linux,98.547,95.95,mismatch
596.859,brightdata,http_connect,sg,ip_b34a78953b131fcc,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,52,65535,1460,"2,4,8,1,3",,linux,101.242,90.762,mismatch
598.444,soax,http_connect,ru,ip_b34a78953b131fcc,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,52,65535,1460,"2,4,8,1,3",,linux,101.202,90.055,mismatch
599.292,brightdata,http_connect,sg,ip_c9429e47485fb276,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,108,64240,1460,"2,1,3,1,1,4",,windows,278.187,233.625,mismatch
600.503,brightdata,http_connect,fr,ip_b34a78953b131fcc,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,52,65535,1460,"2,4,8,1,3",,linux,100.504,90.652,mismatch
600.650,soax,http_connect,ru,ip_b34a78953b131fcc,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,53,65535,1460,"2,4,8,1,3",,linux,101.965,89.877,mismatch
601.212,soax,http_connect,ru,ip_7deeccb8e19d50d7,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,51,65535,1460,"2,1,3,1,1,8,4,0,0",,linux,114.043,94.641,mismatch
603.439,brightdata,http_connect,sg,ip_b34a78953b131fcc,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,52,65535,1460,"2,4,8,1,3",,linux,100.424,90.64,mismatch
603.825,soax,http_connect,ru,ip_b9c4f57a159f2ea5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,49,64240,1460,"2,4,8,1,3",,linux,488.003,227.072,mismatch
604.898,brightdata,http_connect,sg,ip_b34a78953b131fcc,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,53,65535,1460,"2,4,8,1,3",,linux,101.898,89.217,mismatch
606.810,soax,http_connect,ru,ip_3bffc6bdae9f0353,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,49,65535,1460,"2,4,8,1,3",,linux,154.198,224.977,mismatch
607.244,brightdata,http_connect,fr,ip_8bf185b34e51e10b,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,52,64240,1460,"2,4,8,1,3",,linux,101.871,97.752,mismatch
607.157,soax,http_connect,ru,ip_b34a78953b131fcc,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,52,65535,1460,"2,4,8,1,3",,linux,102.06,90.616,mismatch
608.450,soax,http_connect,ru,ip_b34a78953b131fcc,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,53,65535,1460,"2,4,8,1,3",,linux,101.957,89.238,mismatch
609.975,brightdata,http_connect,sg,ip_0abcd9d5a0f3c5cf,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,110,65535,1460,"2,1,3,1,1,4",,windows,416.346,244.83,match
611.067,brightdata,http_connect,fr,ip_2c7a011dd7973f1c,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,113,64240,1452,"2,1,3,1,1,4",,windows,135.124,131.772,mismatch
612.130,soax,http_connect,ru,ip_71d568fea5adbd3a,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,49,64240,1460,"2,1,3,1,1,4",,linux,279.422,224.343,mismatch
613.579,soax,http_connect,ru,ip_23e5cce91d5b2032,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,53,64240,1460,"2,4,8,1,3",,linux,535.148,396.367,mismatch
613.719,soax,http_connect,ru,ip_2c7a011dd7973f1c,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,112,64240,1452,"2,1,3,1,1,4",,windows,134.75,132.21,mismatch
615.049,brightdata,http_connect,fr,ip_2c7a011dd7973f1c,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,112,64240,1452,"2,1,3,1,1,4",,windows,134.766,137.341,match
616.505,brightdata,http_connect,fr,ip_2c7a011dd7973f1c,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,112,64240,1452,"2,1,3,1,1,4",,windows,134.069,133.706,mismatch
618.109,soax,http_connect,id,ip_166a24f609c5786f,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,114,65535,1460,"2,1,3,1,1,4",,windows,249.142,226.715,match
618.496,soax,http_connect,id,ip_1d5f875e13f29aa6,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,116,64240,1460,"2,1,3,1,1,4",,windows,214.821,93.658,mismatch
618.621,soax,http_connect,id,ip_2c7a011dd7973f1c,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,113,64240,1452,"2,1,3,1,1,4",,windows,134.262,134.438,match
620.104,brightdata,http_connect,sg,ip_2c7a011dd7973f1c,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,112,64240,1452,"2,1,3,1,1,4",,windows,134.241,132.111,match
620.250,brightdata,http_connect,fr,ip_2c7a011dd7973f1c,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,113,64240,1452,"2,1,3,1,1,4",,windows,133.875,132.295,match
622.094,brightdata,http_connect,fr,ip_15a40a4adb998d27,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,52,64240,1460,"2,4,8,1,3",,linux,218.843,108.517,mismatch
623.375,soax,http_connect,id,ip_b6bc2394dc0b619a,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,109,64240,1460,"2,1,3,1,1,4",,windows,0.0,540.999,mismatch
623.860,soax,http_connect,id,ip_d3d0de55c5a6cc44,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,52,64240,1460,"2,4,8,1,3",,linux,100.364,98.851,mismatch
624.162,soax,http_connect,id,ip_2c7a011dd7973f1c,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,113,64240,1452,"2,1,3,1,1,4",,windows,134.463,132.835,match
625.241,brightdata,http_connect,fr,ip_2c7a011dd7973f1c,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,113,64240,1452,"2,1,3,1,1,4",,windows,134.617,135.712,match
627.402,brightdata,http_connect,fr,ip_2c7a011dd7973f1c,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,112,64240,1452,"2,1,3,1,1,4",,windows,134.835,132.401,mismatch
628.030,brightdata,http_connect,sg,ip_abdc16ffd79ad2bb,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,50,64240,1460,"2,4,8,1,3",,linux,167.045,107.958,mismatch
628.554,soax,http_connect,id,ip_ae65d74863df40b7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,49,65535,1460,"2,1,3,1,1,8,4,0,0",,linux,92.036,83.939,mismatch
628.909,soax,http_connect,id,ip_2c7a011dd7973f1c,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,112,64240,1452,"2,1,3,1,1,4",,windows,135.556,132.046,match
629.407,soax,http_connect,id,ip_2c7a011dd7973f1c,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,113,64240,1452,"2,1,3,1,1,4",,windows,135.102,132.204,match
630.933,brightdata,http_connect,za,ip_2c7a011dd7973f1c,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,112,64240,1452,"2,1,3,1,1,4",,windows,133.715,134.45,match
633.246,soax,http_connect,id,ip_985cb8020f5bdda7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,50,64240,1460,"2,4,8,1,3",,linux,94.947,87.46,mismatch
633.556,soax,http_connect,id,ip_434a0c963a8ed36c,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,42,65535,1460,"2,1,3,1,1,8,4,0,0",,linux,913.481,298.596,mismatch
634.151,brightdata,http_connect,fr,ip_dd81ff6ae808b4e5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,116,65535,1460,"2,1,3,1,1,4",,windows,104.76,92.294,mismatch
634.312,brightdata,http_connect,fr,ip_2c7a011dd7973f1c,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,108,64240,1452,"2,1,3,1,1,4",,windows,135.765,131.647,match
634.424,soax,http_connect,id,ip_2c7a011dd7973f1c,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,113,64240,1452,"2,1,3,1,1,4",,windows,146.463,133.24,match
637.087,brightdata,http_connect,za,ip_2c7a011dd7973f1c,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,113,64240,1452,"2,1,3,1,1,4",,windows,135.795,131.655,match
638.065,soax,http_connect,id,ip_9b9b629b224658ec,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,103,65535,1460,"2,1,3,1,1,4",,windows,270.191,242.135,match
638.810,soax,http_connect,id,ip_2c7a011dd7973f1c,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,113,64240,1452,"2,1,3,1,1,4",,windows,137.91,181.54,mismatch
639.522,soax,http_connect,id,ip_2c7a011dd7973f1c,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,113,64240,1452,"2,1,3,1,1,4",,windows,134.916,132.998,match
639.713,brightdata,http_connect,fr,ip_d8386de3875672af,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,49,64240,1460,"2,4,8,1,3",,linux,390.531,99.425,mismatch
640.123,brightdata,http_connect,fr,ip_84dc4af9687094b3,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,116,64240,1460,"2,1,3,1,1,4",,windows,228.292,98.52,match
642.427,soax,http_connect,id,ip_2c7a011dd7973f1c,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,113,64240,1452,"2,1,3,1,1,4",,windows,138.314,135.627,match
643.760,brightdata,http_connect,za,ip_215a8a8aedf9f63f,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,37,65535,1440,"2,4,8,1,3",,linux,416.382,275.257,mismatch
644.313,soax,http_connect,id,ip_2c7a011dd7973f1c,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,113,64240,1452,"2,1,3,1,1,4",,windows,134.554,133.276,match
645.002,soax,http_connect,id,ip_2c7a011dd7973f1c,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,112,64240,1452,"2,1,3,1,1,4",,windows,134.81,139.463,mismatch
645.534,brightdata,http_connect,fr,ip_2c7a011dd7973f1c,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,113,64240,1452,"2,1,3,1,1,4",,windows,135.813,134.475,mismatch
646.095,brightdata,http_connect,fr,ip_f805ae4d76e243a3,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,52,64240,1460,"2,4,8,1,3",,linux,108.598,87.397,mismatch
647.315,soax,http_connect,id,ip_f76da60642c380e6,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,51,64240,1460,"2,4,8,1,3",,linux,95.045,80.891,mismatch
649.100,soax,http_connect,id,ip_2c7a011dd7973f1c,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,113,64240,1452,"2,1,3,1,1,4",,windows,137.233,135.164,match
649.736,brightdata,http_connect,za,ip_b58eee36669c98e1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,109,65535,1452,"2,1,3,1,1,4",,windows,294.338,231.883,match
652.487,brightdata,http_connect,fr,ip_2c7a011dd7973f1c,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,113,64240,1452,"2,1,3,1,1,4",,windows,134.296,131.696,match
652.940,brightdata,http_connect,fr,ip_2c7a011dd7973f1c,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,113,64240,1452,"2,1,3,1,1,4",,windows,134.347,131.996,mismatch
655.313,brightdata,http_connect,za,ip_898d9bf829b6abfa,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,56,65535,1460,"2,4,8,1,3",,linux,17.866,78.496,mismatch
657.421,brightdata,http_connect,fr,ip_2c7a011dd7973f1c,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,112,64240,1452,"2,1,3,1,1,4",,windows,134.069,134.956,match
658.423,brightdata,http_connect,fr,ip_2c7a011dd7973f1c,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,112,64240,1452,"2,1,3,1,1,4",,windows,134.55,131.509,mismatch
662.249,brightdata,http_connect,za,ip_e2e602f7a7c5d1cc,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,51,65535,1460,"2,1,3,1,1,8,4,0,0",,linux,109.001,94.794,mismatch
662.929,brightdata,http_connect,fr,ip_2c7a011dd7973f1c,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,113,64240,1452,"2,1,3,1,1,4",,windows,134.761,133.449,mismatch
663.376,brightdata,http_connect,fr,ip_dd2ba0a0f866f86f,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,112,65535,1452,"2,1,3,1,1,4",,windows,272.026,235.487,match
668.457,brightdata,http_connect,za,ip_6b8260f31eca52b8,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,111,65535,1440,"2,1,3,1,1,4",,windows,366.987,207.621,match
669.259,brightdata,http_connect,za,ip_99df1bd4472ccf83,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,116,64240,1460,"2,1,3,1,1,4",,windows,91.629,82.147,mismatch
669.765,brightdata,http_connect,fr,ip_322c0cf3a07c7392,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,114,65535,1460,"2,1,3,1,1,4",,windows,100.985,92.91,match
674.192,brightdata,http_connect,za,ip_3f828014bd5c3022,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,108,65535,1460,"2,1,3,1,1,4",,windows,381.959,304.093,match
674.467,brightdata,http_connect,fr,ip_117b513e408e966a,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,113,64240,1400,"2,1,3,1,1,4",,windows,305.605,247.074,match
675.363,brightdata,http_connect,za,ip_2621d542de8b14a7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,47,64240,1460,"2,4,8,1,3",,linux,167.277,121.192,mismatch
679.845,brightdata,http_connect,fr,ip_b648dbc8d4835566,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,114,65535,1422,"2,1,3,1,1,4",,windows,279.039,252.547,match
681.438,brightdata,http_connect,za,ip_82da47924d121392,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,115,65535,1460,"2,1,3,1,1,4",,windows,110.008,86.913,match
682.123,brightdata,http_connect,za,ip_9db5ba1df290d2ea,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,113,64240,1460,"2,1,3,1,1,4",,windows,248.113,251.865,mismatch
684.389,brightdata,http_connect,fr,ip_2c7a011dd7973f1c,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,113,64240,1452,"2,1,3,1,1,4",,windows,133.973,132.457,match
687.231,brightdata,http_connect,za,ip_2c7a011dd7973f1c,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,112,64240,1452,"2,1,3,1,1,4",,windows,133.872,134.251,match
688.972,brightdata,http_connect,za,ip_5d99782825736273,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,50,14600,1460,"2,4,8,1,3",,linux,172.078,89.463,mismatch
691.759,brightdata,http_connect,za,ip_200f7329a6967a20,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,115,64240,1460,"2,1,3,1,1,4",,windows,106.988,86.904,match
696.537,brightdata,http_connect,za,ip_f44a889f51ad709a,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,110,64240,1460,"2,1,3,1,1,4",,windows,254.411,223.265,mismatch
697.800,brightdata,http_connect,za,ip_076c7a035c1ac717,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,113,64240,1400,"2,1,3,1,1,4",,windows,305.042,240.03,match
702.473,brightdata,http_connect,za,ip_11ffa1f8edf90e70,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,112,64240,1400,"2,1,3,1,1,4",,windows,364.984,239.711,mismatch
705.077,brightdata,http_connect,za,ip_a7e5306b99ba6c77,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,112,64240,1400,"2,1,3,1,1,4",,windows,410.873,249.812,match
709.575,brightdata,http_connect,za,ip_f37c02160a042aa8,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,105,64240,1452,"2,1,3,1,1,4",,windows,409.4,303.368,mismatch
717.976,brightdata,http_connect,za,ip_2c7a011dd7973f1c,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,112,64240,1452,"2,1,3,1,1,4",,windows,134.413,134.388,mismatch
722.504,brightdata,http_connect,za,ip_3a6286b7b276037a,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,109,64240,1410,"2,1,3,1,1,4",,windows,276.107,297.808,match
723.513,brightdata,http_connect,za,ip_ebe1e025862e2f17,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,115,65535,1452,"2,1,3,1,1,4",,windows,265.722,236.315,mismatch
729.577,brightdata,http_connect,za,ip_7712e51e1265fa41,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,107,65535,1440,"2,1,3,1,1,4",,windows,242.065,261.876,match
729.646,brightdata,http_connect,za,ip_cc5d862814a29d87,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,112,64240,1400,"2,1,3,1,1,4",,windows,327.549,244.625,mismatch
735.440,brightdata,http_connect,za,ip_0979722faa2d2b7a,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,112,64240,1400,"2,1,3,1,1,4",,windows,286.96,260.337,match
737.116,brightdata,http_connect,id,ip_2c7a011dd7973f1c,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,113,64240,1452,"2,1,3,1,1,4",,windows,133.664,133.083,match
741.726,brightdata,http_connect,za,ip_2c7a011dd7973f1c,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,113,64240,1452,"2,1,3,1,1,4",,windows,134.733,132.284,match
743.542,brightdata,http_connect,id,ip_02b353d956ae3f3b,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,42,65535,1412,"2,1,3,1,1,8,4,0,0",,linux,275.721,250.876,mismatch
